NU_ANO_CENSO|ID_GESTOR|NU_MES|NU_ANO|NU_IDADE_REFERENCIA|NU_IDADE|TP_SEXO|TP_COR_RACA|TP_NACIONALIDADE|CO_PAIS_ORIGEM|CO_UF_NASC|CO_MUNICIPIO_NASC|IN_NECESSIDADE_ESPECIAL|IN_BAIXA_VISAO|IN_CEGUEIRA|IN_DEF_AUDITIVA|IN_DEF_FISICA|IN_DEF_INTELECTUAL|IN_SURDEZ|IN_SURDOCEGUEIRA|IN_DEF_MULTIPLA|IN_AUTISMO|IN_SUPERDOTACAO|TP_ESCOLARIDADE|TP_ENSINO_MEDIO|CO_AREA_CURSO_1|CO_CURSO_1|IN_LICENCIATURA_1|NU_ANO_CONCLUSAO_1|TP_TIPO_IES_1|CO_IES_1|CO_AREA_CURSO_2|CO_CURSO_2|IN_LICENCIATURA_2|NU_ANO_CONCLUSAO_2|TP_TIPO_IES_2|CO_IES_2|IN_ESPECIALIZACAO|IN_MESTRADO|IN_DOUTORADO|IN_POS_NENHUM|IN_ESPECIFICO_CRECHE|IN_ESPECIFICO_PRE_ESCOLA|IN_ESPECIFICO_ANOS_INICIAIS|IN_ESPECIFICO_ANOS_FINAIS|IN_ESPECIFICO_ENS_MEDIO|IN_ESPECIFICO_EJA|IN_ESPECIFICO_ED_ESPECIAL|IN_ESPECIFICO_ED_INDIGENA|IN_ESPECIFICO_CAMPO|IN_ESPECIFICO_AMBIENTAL|IN_ESPECIFICO_DIR_HUMANOS|IN_ESPECIFICO_DIV_SEXUAL|IN_ESPECIFICO_DIR_ADOLESC|IN_ESPECIFICO_AFRO|IN_ESPECIFICO_GESTAO|IN_ESPECIFICO_OUTROS|IN_ESPECIFICO_NENHUM|TP_CARGO_GESTOR|TP_TIPO_ACESSO_CARGO|TP_TIPO_CONTRATACAO|CO_ENTIDADE|CO_REGIAO|CO_MESORREGIAO|CO_MICRORREGIAO|CO_UF|CO_MUNICIPIO|CO_DISTRITO|TP_DEPENDENCIA|TP_LOCALIZACAO|TP_CATEGORIA_ESCOLA_PRIVADA|IN_CONVENIADA_PP|TP_CONVENIO_PODER_PUBLICO|IN_MANT_ESCOLA_PRIVADA_EMP|IN_MANT_ESCOLA_PRIVADA_ONG|IN_MANT_ESCOLA_PRIV_ONG_OSCIP|IN_MANT_ESCOLA_PRIVADA_OSCIP|IN_MANT_ESCOLA_PRIVADA_SIND|IN_MANT_ESCOLA_PRIVADA_SIST_S|IN_MANT_ESCOLA_PRIVADA_S_FINS|TP_REGULAMENTACAO|TP_LOCALIZACAO_DIFERENCIADA|IN_EDUCACAO_INDIGENA
2020|0806A47682ED9B2623545A093A78E251|6|1963|56|57|2|0|1|76|21.0|2110401.0|0|||||||||||4||0.0|0113P011|1|2004.0|1.0|699.0|||0||||1.0|0.0|0.0|0.0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|5.0|1.0|11000023|1|1101|11001|11|1100205|110020505|2|1|||||||||||0|0|0
2020|EAB8B462AF980DD0573716BA48E4CF65|2|1968|52|52|2|4|1|76|11.0|1100205.0|0|||||||||||4|2.0|0.0|0114B011|1|2005.0|1.0|9999999.0|||0||||1.0|0.0|0.0|0.0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0|1|2.0|1.0|11000040|1|1101|11001|11|1100205|110020505|3|1|||||||||||1|0|0
2020|524EBEBA473F580794138450E3D14280|12|1976|43|44|2|1|1|76|43.0|4301602.0|0|||||||||||4|1.0|0.0|0113P011|1|2004.0|1.0|9999999.0|||0||||1.0|0.0|0.0|0.0|0|0|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|2.0||11000058|1|1101|11001|11|1100205|110020505|4|1|1.0|0.0||1.0|0.0|0.0|0.0|0.0|0.0|0.0|1|0|0
2020|5CA8772535CE419ED1C8A3562D5836A4|12|1945|74|75|2|0|1|76|26.0|2606002.0|0|||||||||||4|1.0|0.0|0113P011|1|2001.0|1.0|9999999.0|||0||||1.0|0.0|0.0|0.0|0|1|1|1|1|1|1|0|0|0|0|0|1|1|1|0|0|1|1.0||11000082|1|1101|11001|11|1100205|110020505|4|1|1.0|0.0||1.0|0.0|0.0|0.0|0.0|0.0|0.0|1|0|0
2020|EF19AAEE073A092AB527A0F324BDFEFD|1|1976|44|44|1|1|1|76|11.0|1100205.0|0|||||||||||4|1.0|0.0|0413A012|0|2018.0|2.0|298.0|||0||||0.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|||11000104|1|1101|11001|11|1100205|110020505|4|1|1.0|0.0||1.0|0.0|0.0|0.0|0.0|0.0|0.0|1|0|0
2020|D5860B54EE5480DD277609968255E840|6|1959|60|61|2|1|1|76|23.0|2309607.0|0|||||||||||4|2.0|0.0|0114G011|1|1993.0|1.0|699.0|||0||||1.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|2.0||11000104|1|1101|11001|11|1100205|110020505|4|1|1.0|0.0||1.0|0.0|0.0|0.0|0.0|0.0|0.0|1|0|0
2020|69BA379F940B17FEEEBFDE89B3836BB4|11|1961|58|59|1|3|1|76|11.0|1100205.0|0|||||||||||4||0.0|0114H011|1|2000.0|1.0|699.0|||0||||1.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|2.0||11000171|1|1101|11001|11|1100205|110020505|4|1|1.0|0.0||1.0|0.0|0.0|0.0|0.0|0.0|0.0|1|0|0
2020|F88F742135809D21594904D3CF882659|3|1962|58|58|2|3|1|76|31.0|3104205.0|0|||||||||||4|2.0|0.0|0114C021|1|1985.0|1.0|9999999.0|||0||||1.0|0.0|0.0|0.0|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|0|0|1|2.0||11000198|1|1101|11001|11|1100205|110020505|4|1|1.0|0.0||1.0|0.0|0.0|0.0|0.0|0.0|0.0|1|0|0
2020|F8CBD5427A40886B50D354260773E3CD|1|1976|44|44|2|0|1|76|11.0|1100205.0|0|||||||||||4||0.0|0113P011|1|2009.0|1.0|40.0|||0||||0.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2.0|1.0|11000201|1|1101|11001|11|1100205|110020505|3|1|||||||||||2|0|0
2020|A4CB9968EE0EC6DEE585A8C1D6C2C606|9|1982|37|38|1|5|1|76|13.0|1303809.0|0|||||||||||4|1.0|0.0|0114F011|1|2006.0|1.0|9999999.0|||0||||0.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2.0||11000244|1|1101|11001|11|1100205|110020505|4|1|1.0|0.0||0.0|0.0|0.0|0.0|0.0|0.0|1.0|1|0|0
2020|1CA5D9B0E3FB3A230098FBC1182C25B5|8|1978|41|42|1|1|1|76|41.0|4108304.0|0|||||||||||4|1.0|0.0|0113P011|1|2001.0|2.0|3010.0|||0||||1.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|3.0||11000252|1|1101|11001|11|1100205|110020505|4|1|1.0|0.0||1.0|0.0|0.0|0.0|0.0|0.0|0.0|1|0|0
2020|6830C2E3AB3E9E2F9D9D8F0B1295E089|4|1983|37|37|1|0|1|76|11.0|1100205.0|0|||||||||||4|1.0|0.0|0421D012|0|2017.0|1.0|9999999.0|||0||||1.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|2.0|1.0|11000260|1|1101|11001|11|1100205|110020505|2|1|||||||||||2|0|0
2020|EA526B0A4DC217F93250FB8E66E22FB7|1|1971|49|49|2|1|1|76|41.0|4104105.0|0|||||||||||4|2.0|0.0|0115L131|1|1994.0|2.0|435.0|||0||||1.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|1|7.0||11000295|1|1101|11001|11|1100205|110020505|4|1|4.0|1.0|3.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1|0|0
2020|59780B420FF19E2BC40E3F9228ADEA4C|8|1979|40|41|2|1|1|76|11.0|1100205.0|0|||||||||||4||0.0|0113P011|1|2008.0|2.0|788.0|||0||||1.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2.0|1.0|11000309|1|1101|11001|11|1100205|110020505|3|1|||||||||||0|0|0
2020|BE34331CCA98EDB5879D7D85A1CC2588|6|1964|55|56|2|1|1|76|15.0|1501402.0|0|||||||||||4|2.0|0.0|0113P012|0|1995.0|1.0|699.0|||0||||1.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|2.0|1.0|11000317|1|1101|11001|11|1100205|110020505|2|1|||||||||||1|0|0
2020|6185E6407A469A9BE9CD125689E7C1F4|3|1971|49|49|2|3|1|76|15.0|1500404.0|0|||||||||||4|3.0|0.0|0115L131|1|2005.0|2.0|1515.0|||0||||1.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|2.0||11000325|1|1101|11001|11|1100205|110020505|4|1|1.0|0.0||1.0|0.0|0.0|0.0|0.0|0.0|1.0|1|0|0
2020|76E0B1F9842FFB1AE4A64B94E4F01D4F|12|1985|34|35|1|3|1|76|11.0|1100114.0|0|||||||||||4|1.0|0.0|0221T012|0|2017.0|1.0|9999999.0|||0||||0.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2.0||11000350|1|1101|11001|11|1100205|110020505|4|1|4.0|0.0||0.0|0.0|0.0|0.0|0.0|0.0|1.0|1|0|0
2020|DFC3F668D6C422769F21A1C38C3754E1|1|1983|37|37|2|0|1|76|41.0|4128104.0|0|||||||||||4|2.0|0.0|0113P011|1|2009.0|1.0|699.0|||0||||1.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|2.0|1.0|11000368|1|1101|11001|11|1100205|110020517|3|2|||||||||||1|0|0
2020|EDA737933D7634613412CCDD209D5A8A|3|1977|43|43|2|1|1|76|13.0|1301704.0|0|||||||||||4|2.0|0.0|0114H011|1|2004.0|1.0|9999999.0|||0||||1.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|5.0|1.0|11000376|1|1101|11001|11|1100205|110020505|2|1|||||||||||0|0|0
2020|73503357B3079E38DDCF25392C3C639A|12|1977|42|43|2|1|1|76|11.0|1100205.0|0|||||||||||4||0.0|0413A012|0|2004.0|2.0|1414.0|||0||||0.0|0.0|0.0|1.0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|3.0|1.0|11000384|1|1101|11001|11|1100205|110020505|2|1|||||||||||1|0|0
2020|4E31862C803F9BCB620987648AC05BDE|12|1982|37|38|2|0|1|76|33.0|3302502.0|0|||||||||||3|2.0|||0||||||0||||||||1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2.0|1.0|11000422|1|1102|11004|11|1100254|110025405|3|1|||||||||||1|0|0
2020|C9595977ED51F696132F99E21557EAD6|3|1974|46|46|2|3|1|76|41.0|4121257.0|0|||||||||||4|1.0|0.0|0113P011|1|2008.0|1.0|9999999.0|||0||||1.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|3.0|1.0|11000457|1|1101|11001|11|1100205|110020545|2|1|||||||||||1|0|0
2020|D848D4A3DE67958FEC3C0674A0817034|11|1973|46|47|1|3|1|76|13.0|1301704.0|0|||||||||||4||0.0|0113P012|0|2000.0|1.0|699.0|||0||||1.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2.0|1.0|11000465|1|1101|11001|11|1100205|110020505|3|2|||||||||||2|1|0
2020|AE4F97FE8BAEF8D3B25961F1A862CE55|3|1970|50|50|2|1|1|76|11.0|1100205.0|0|||||||||||4||0.0|0114H011|1|1994.0|1.0|699.0|||0||||0.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2.0|1.0|11000473|1|1101|11001|11|1100205|110020505|3|1|||||||||||1|0|0
2020|7B1ABD0152A27E8949C01E4A3BC45BEA|1|1980|40|40|2|1|1|76|42.0|4201703.0|0|||||||||||4||0.0|0113P011|1|2009.0|1.0|699.0|||0||||1.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2.0|1.0|11000546|1|1101|11001|11|1100205|110020535|3|2|||||||||||2|0|0
2020|3F6B6689F9418ACF014B729F9281C838|7|1967|52|53|1|0|1|76|43.0|4311403.0|0|||||||||||4||0.0|0114B011|1|2013.0|1.0|699.0|0.0|0413A012|0|1994.0|1.0|9999999.0|0.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|2.0|1.0|11000554|1|1101|11001|11|1100205|110020535|2|1|||||||||||1|0|0
2020|8CA6C10FC278C738E9ECF2479EEEDEB1|8|1975|44|45|2|1|1|76|12.0|1200385.0|0|||||||||||4||0.0|0113P011|1|2008.0|1.0|9999999.0|||0||||1.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|2|||11000554|1|1101|11001|11|1100205|110020535|2|1|||||||||||1|0|0
2020|E81FA838146450138F405EA8B6A83FFD|9|1969|50|51|2|0|1|76|11.0|1100205.0|0|||||||||||3|2.0|||0||||||0||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2.0|1.0|11000562|1|1101|11001|11|1100205|110020518|3|1|||||||||||2|0|0
2020|1A75D41FC6F589AE121FD0C892B14734|5|1970|50|50|1|2|1|76|29.0|2918902.0|0|||||||||||4|2.0|0.0|0113P011|1|2018.0|2.0|3813.0|||0||||0.0|0.0|0.0|1.0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|2.0|1.0|11000589|1|1102|11005|11|1100346|110034605|3|2|||||||||||2|1|0
2020|BB20958FBB9AEC8114FC75BEFD3DEA3F|2|1989|31|31|2|1|1|76|11.0|1100205.0|0|||||||||||4|1.0|0.0|0115L131|1|2010.0|1.0|699.0|||0||||0.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2.0|1.0|11000597|1|1101|11001|11|1100205|110020505|2|1|||||||||||1|0|0
2020|37366805FBBECF4C98E064582F296AA5|11|1972|47|48|1|0|1|76|13.0|1301704.0|0|||||||||||4||0.0|0113P011|1|2009.0|1.0|699.0|||0||||0.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2.0|1.0|11000635|1|1101|11001|11|1100205|110020505|3|2|||||||||||1|0|0
2020|F23716468EC8EC4E4030FE439594A3DE|7|1978|41|42|2|3|1|76|11.0|1100122.0|0|||||||||||4|2.0|0.0|0113P012|0|2006.0|1.0|9999999.0|||0||||1.0|0.0|0.0|0.0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|1|2.0|1.0|11000651|1|1101|11001|11|1100205|110020505|3|1|||||||||||2|0|0
2020|F140B4A572219E164CABF68B364EB51E|5|1966|54|54|2|0|1|76|21.0|2106904.0|0|||||||||||4||0.0|0113P011|1|2007.0|2.0|900.0|||0||||1.0|0.0|0.0|0.0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|1|0|0|1|3.0|1.0|11000660|1|1101|11001|11|1100205|110020505|3|1|||||||||||1|0|0
2020|983B1EC87431E0DA1BD46E5462D4964B|5|1966|54|54|2|0|1|76|41.0|4107801.0|0|||||||||||4|1.0|0.0|0115L131|1|2004.0|1.0|9999999.0|||0||||1.0|0.0|0.0|0.0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|3.0|1.0|11000678|1|1101|11001|11|1100205|110020505|2|1|||||||||||1|0|0
2020|74BA842CCC852FA674844A3DD46F8507|12|1966|53|54|1|0|1|76|41.0|4118907.0|0|||||||||||4||0.0|0114F011|1|1995.0|1.0|9999999.0|||0||||1.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|2.0|1.0|11000708|1|1101|11001|11|1100205|110020505|2|1|||||||||||2|0|0
2020|E2F2D6FA3E634B5D6CC12741A80D5BF5|4|1967|53|53|2|3|1|76|13.0|1301704.0|0|||||||||||4|2.0|0.0|0113P011|1|1993.0|1.0|699.0|||0||||1.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|5.0|1.0|11000848|1|1101|11001|11|1100205|110020505|2|1|||||||||||2|0|0
2020|10C07E11A4F1BD949451E8ED59BEE595|7|1968|51|52|1|3|1|76|13.0|1302702.0|0|||||||||||4|2.0|0.0|0113P011|1|2004.0|1.0|699.0|||0||||1.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|6.0|1.0|11000856|1|1101|11001|11|1100205|110020505|2|1|||||||||||0|0|0
2020|188EC88CD2123F1142086F54BE90F148|12|1972|47|48|1|0|1|76|11.0|1100205.0|0|||||||||||4||0.0|0113P011|1|2006.0|1.0|9999999.0|||0||||0.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2.0|1.0|11000864|1|1101|11001|11|1100205|110020505|3|2|||||||||||2|0|0
2020|E2F9B9C7FF47A5DF64EB25B9C3042CF7|3|1978|42|42|2|1|1|76|33.0|3306305.0|0|||||||||||4|1.0|0.0|0113P012|0|2001.0|1.0|9999999.0|||0||||1.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|3.0||11000880|1|1101|11001|11|1100205|110020505|4|1|1.0|0.0||0.0|0.0|0.0|0.0|0.0|1.0|0.0|1|0|0
2020|6799C7698EDE5981535488D99BD85B84|4|1959|61|61|2|0|1|76|35.0|3504503.0|0|||||||||||4||0.0|0114M011|1|2000.0||74.0|0.0|0114F011|1|1998.0|1.0|54.0|1.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2.0||11000910|1|1101|11001|11|1100205|110020505|4|2|4.0|1.0|3.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1|0|0
2020|11127602A1652A9061A8A8DA9B815810|2|1973|47|47|2|1|1|76|25.0|2516201.0|0|||||||||||3|2.0|||0||||||0||||||||0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|3.0|1.0|11000937|1|1101|11001|11|1100205|110020505|2|1|||||||||||1|0|0
2020|892838D7A13F573E1FC9207AF5303F74|11|1990|29|30|1|0|1|76|11.0|1100809.0|0|||||||||||4|1.0|0.0|0541M012|0|2014.0|1.0|699.0|||0||||1.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|3.0|1.0|11000970|1|1101|11001|11|1100205|110020505|2|1|||||||||||1|0|0
2020|C552A154D45402873E9B6180B4F1AC2F|7|1972|47|48|2|1|1|76|11.0|1100205.0|0|||||||||||4||0.0|0113P011|1|2006.0|1.0|9999999.0|||0||||0.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|5.0|1.0|11000996|1|1101|11001|11|1100205|110020505|3|1|||||||||||1|0|0
2020|68BAFE70BD99CFDB5912F0B9F69BEF36|1|1980|40|40|2|3|1|76|11.0|1100205.0|0|||||||||||3|2.0|||0||||||0||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2.0|1.0|11001003|1|1101|11001|11|1100205|110020505|3|1|||||||||||1|0|0
2020|184E2A02E0272BF3EDCC9721CC3D79BF|5|1975|45|45|1|3|1|76|11.0|1100205.0|0|||||||||||4|1.0|0.0|0113P011|1|2009.0|1.0|9999999.0|0.0|0113P012|0|2009.0|1.0|699.0|1.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|2.0|1.0|11001011|1|1101|11001|11|1100205|110020505|3|2|||||||||||1|0|0
2020|C9C5C5886FD2D8B814550CDA17E763DB|10|1972|47|48|2|3|1|76|13.0|1301704.0|0|||||||||||4||0.0|0113P011|1|2013.0|1.0|699.0|||0||||0.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2.0|1.0|11001038|1|1101|11001|11|1100205|110020505|3|1|||||||||||1|0|0
2020|0D5378DD15E63E3D77DF4B502685740A|3|1975|45|45|1|3|1|76|14.0|1400100.0|0|||||||||||4|1.0|0.0|0113P011|1|2004.0|1.0|699.0|||0||||1.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2.0|1.0|11001046|1|1101|11001|11|1100205|110020505|2|1|||||||||||1|0|0
2020|258DBD43D287C2179E765409DCABC49A|7|1988|31|32|1|3|1|76|11.0|1100205.0|0|||||||||||4|1.0|0.0|0114E031|1|2010.0|2.0|2058.0|||0||||0.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2.0|1.0|11001070|1|1101|11001|11|1100205|110020540|3|2|||||||||||2|0|0
2020|C888AA83D15A7B98B8B855FC3D87E5B2|1|1957|63|63|2|1|1|76|11.0|1100205.0|0|||||||||||4||0.0|0114H011|1|1992.0|1.0|699.0|||0||||0.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|5.0|1.0|11001097|1|1101|11001|11|1100205|110020505|2|1|||||||||||0|0|0
2020|3156143D29CEA3455FEC781C91FA53ED|10|1977|42|43|2|0|1|76|11.0|1100205.0|0|||||||||||4|1.0|0.0|0113P011|1|2002.0|1.0|699.0|||0||||0.0|1.0|0.0|0.0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|2.0|1.0|11001119|1|1101|11001|11|1100205|110020505|2|1|||||||||||2|0|0
2020|3A031EC5DCB77413E103C4CD2F1AD25C|10|1976|43|44|2|1|1|76|11.0|1100205.0|0|||||||||||4|1.0|0.0|0113P011|1|2000.0|1.0|699.0|||0||||1.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|2.0|1.0|11001135|1|1101|11001|11|1100205|110020505|2|1|||||||||||1|0|0
2020|44128CF201A0E16EB9BBC9A2255E674C|7|1979|40|41|2|0|1|76|42.0|4209300.0|0|||||||||||4||0.0|0113P011|1|2000.0|2.0|1722.0|||0||||0.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|7.0|1.0|11001143|1|1101|11001|11|1100205|110020505|2|1|||||||||||2|0|0
2020|7CBA051A3D1EB301217BB46FF08167BB|2|1980|40|40|2|3|1|76|11.0|1100205.0|0|||||||||||4||0.0|0113P011|1|2009.0|1.0|699.0|||0||||0.0|0.0|0.0|1.0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2.0|1.0|11001151|1|1101|11001|11|1100205|110020505|3|2|||||||||||2|0|0
2020|3C455693FE86569EF58EEDF60A1B5065|1|1959|61|61|2|2|1|76|21.0|2111300.0|0|||||||||||4|2.0|0.0|0114F011|1|1987.0|1.0|9999999.0|||0||||1.0|0.0|0.0|0.0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|1|0|1|2.0|1.0|11001160|1|1101|11001|11|1100205|110020505|2|1|||||||||||0|0|0
2020|D383504C5AD39D15EDB577D6D766E9FB|7|1967|52|53|2|0|1|76|11.0|1100205.0|0|||||||||||4|1.0|0.0|0113P011|1|2019.0|1.0|699.0|||0||||0.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2.0|1.0|11001160|1|1101|11001|11|1100205|110020505|2|1|||||||||||0|0|0
2020|36CCDBB324ACA283D6529DDEE5003E08|9|1964|55|56|2|1|1|76|11.0|1100205.0|0|||||||||||4|1.0|0.0|0113P011|1|2004.0|1.0|9999999.0|||0||||1.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2.0|1.0|11001178|1|1101|11001|11|1100205|110020505|2|1|||||||||||0|0|0
2020|4CCE9490FE4941409A11A4A982B24954|6|1974|45|46|1|3|1|76|11.0|1100205.0|0|||||||||||4||0.0|0113P011|1|2009.0|1.0|699.0|||0||||1.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2.0|1.0|11001186|1|1101|11001|11|1100205|110020540|3|2|||||||||||1|0|0
2020|7F49B86FD197E62002CA0AE788A96E46|12|1971|48|49|2|0|1|76|11.0|1100205.0|0|||||||||||4||0.0|0113P011|1|2010.0|1.0|699.0|||0||||0.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2.0|1.0|11001224|1|1101|11001|11|1100205|110020505|3|2|||||||||||0|0|0
2020|1D6763C5CA7E4B158553A0E4DDCACA6D|7|1967|52|53|2|3|1|76|52.0|5200803.0|0|||||||||||4|2.0|0.0|0113P011|1|1996.0|1.0|699.0|||0||||1.0|0.0|0.0|0.0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|1|1|0|1|3.0|1.0|11001240|1|1101|11001|11|1100205|110020505|2|1|||||||||||1|0|0
2020|BC999FF6112F376937DA3CA9E67D8835|4|1984|36|36|2|4|1|76|11.0|1100205.0|0|||||||||||4||0.0|0113P011|1|2009.0|1.0|699.0|||0||||0.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2.0|1.0|11001267|1|1101|11001|11|1100205|110020505|3|2|||||||||||2|0|0
2020|BC59FDDFC7F64375E5415E116268F151|6|1974|45|46|2|1|1|76|35.0|3502804.0|0|||||||||||4|1.0|0.0|0113P011|1|2006.0|2.0|941.0|||0||||1.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|1|2.0|1.0|11001275|1|1101|11001|11|1100205|110020505|3|1|||||||||||2|0|0
2020|F1554F2F410CEBAF46502F63B9F98549|11|1967|52|53|1|3|1|76|35.0|3550308.0|0|||||||||||4|2.0|0.0|0115L131|1|2003.0|2.0|941.0|||0||||1.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|1|5.0|1.0|11001283|1|1101|11001|11|1100205|110020505|2|1|||||||||||2|0|0
2020|29E9242D21CF102A1975D0BFC07C01FA|2|1973|47|47|2|3|1|76|13.0|1302603.0|0|||||||||||4|2.0|0.0|0113P011|1|2002.0|1.0|9999999.0|||0||||1.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2.0|1.0|11001305|1|1101|11001|11|1100205|110020505|2|1|||||||||||2|0|0
2020|6E4F28601555DF9FCC31EFE3CAFA355E|12|1967|52|53|2|3|1|76|41.0|4105409.0|0|||||||||||4||0.0|0114M011|1|2007.0|1.0|699.0|||0||||0.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2.0|1.0|11001313|1|1101|11001|11|1100205|110020517|3|2|||||||||||1|0|0
2020|649D75F07462A9F08F2944EFA119F0FC|12|1975|44|45|1|0|1|76|13.0|1301704.0|0|||||||||||4|1.0|0.0|0114M011|1|1998.0|1.0|9999999.0|||0||||1.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|5.0|1.0|11001364|1|1101|11001|11|1100205|110020505|2|1|||||||||||2|0|0
